날짜,주식,주가변동여부,거래량변동여부
2021-06-25,대한항공,1,0
2021-06-24,대한항공,0,0
2021-06-23,대한항공,0,1
2021-06-22,대한항공,0,0
2021-06-21,대한항공,0,1
2021-06-18,대한항공,0,1
2021-06-17,대한항공,0,0
2021-06-16,대한항공,1,0
2021-06-15,대한항공,0,1
2021-06-14,대한항공,0,0
2021-06-11,대한항공,1,0
2021-06-10,대한항공,0,0
2021-06-09,대한항공,1,1
2021-06-08,대한항공,1,0
2021-06-07,대한항공,0,1
2021-06-04,대한항공,0,0
2021-06-03,대한항공,0,0
2021-06-02,대한항공,1,1
2021-06-01,대한항공,0,0
2021-05-31,대한항공,1,1
2021-05-28,대한항공,0,0
2021-05-27,대한항공,1,1
2021-05-26,대한항공,1,0
2021-05-25,대한항공,1,1
2021-05-24,대한항공,1,0
2021-05-21,대한항공,0,0
2021-05-20,대한항공,0,0
2021-05-18,대한항공,0,0
2021-05-17,대한항공,1,1
2021-05-14,대한항공,0,0
2021-05-13,대한항공,1,1
2021-05-12,대한항공,0,0
2021-05-11,대한항공,1,0
2021-05-10,대한항공,1,1
2021-05-07,대한항공,1,0
2021-05-06,대한항공,1,1
2021-05-04,대한항공,0,0
2021-05-03,대한항공,0,0
2021-04-30,대한항공,1,1
2021-04-29,대한항공,0,0
2021-04-28,대한항공,1,1
2021-04-27,대한항공,0,0
2021-04-26,대한항공,1,1
2021-04-23,대한항공,0,0
2021-04-22,대한항공,0,0
2021-04-21,대한항공,0,0
2021-04-20,대한항공,1,1
2021-04-19,대한항공,0,1
2021-04-16,대한항공,1,0
2021-04-15,대한항공,1,0
2021-04-14,대한항공,0,1
2021-04-13,대한항공,0,1
2021-04-12,대한항공,0,1
2021-04-09,대한항공,0,0
2021-04-08,대한항공,0,1
2021-04-07,대한항공,1,0
2021-04-06,대한항공,1,0
2021-04-05,대한항공,0,1
2021-04-02,대한항공,1,1
2021-04-01,대한항공,0,0
2021-03-31,대한항공,0,1
2021-03-30,대한항공,1,0
2021-03-29,대한항공,0,0
2021-03-26,대한항공,1,1
2021-03-25,대한항공,1,0
2021-03-24,대한항공,0,1
2021-03-23,대한항공,0,0
2021-03-22,대한항공,0,1
2021-03-19,대한항공,0,1
2021-03-18,대한항공,0,0
2021-03-17,대한항공,1,1
2021-03-16,대한항공,1,1
2021-03-15,대한항공,1,1
2021-03-12,대한항공,1,0
2021-03-11,대한항공,1,1
2021-03-10,대한항공,1,0
2021-03-09,대한항공,1,1
2021-03-08,대한항공,0,1
2021-03-05,대한항공,0,0
2021-03-04,대한항공,1,0
2021-03-03,대한항공,1,0
2021-03-02,대한항공,0,1
2021-02-26,대한항공,0,1
2021-02-25,대한항공,1,0
2021-02-24,대한항공,0,1
2021-02-23,대한항공,1,1
2021-02-22,대한항공,0,1
2021-02-19,대한항공,0,0
2021-02-18,대한항공,1,0
2021-02-17,대한항공,0,0
2021-02-16,대한항공,0,1
2021-02-15,대한항공,0,1
2021-02-10,대한항공,1,0
2021-02-09,대한항공,0,0
2021-02-08,대한항공,1,1
2021-02-05,대한항공,0,0
2021-02-04,대한항공,1,1
2021-02-03,대한항공,1,1
2021-02-02,대한항공,1,0
2021-02-01,대한항공,1,0
2021-01-29,대한항공,0,1
2021-01-28,대한항공,0,0
2021-01-27,대한항공,0,0
2021-01-26,대한항공,1,0
2021-01-25,대한항공,0,1
2021-01-22,대한항공,1,1
2021-01-21,대한항공,1,1
2021-01-20,대한항공,1,0
2021-01-19,대한항공,1,0
2021-01-18,대한항공,0,0
2021-01-15,대한항공,0,0
2021-01-14,대한항공,1,1
2021-01-13,대한항공,1,1
2021-01-12,대한항공,1,0
2021-01-11,대한항공,1,1
2021-01-08,대한항공,0,1
2021-01-07,대한항공,0,0
2021-01-06,대한항공,0,1
2021-01-05,대한항공,1,0
2021-01-04,대한항공,1,1
2020-12-30,대한항공,1,0
2020-12-29,대한항공,1,0
2020-12-28,대한항공,0,0
2020-12-24,대한항공,1,1
2021-07-16,NAVER,0,1
2021-07-15,NAVER,1,1
2021-07-14,NAVER,1,0
2021-07-13,NAVER,1,1
2021-07-12,NAVER,1,0
2021-07-09,NAVER,0,0
2021-07-08,NAVER,1,1
2021-07-07,NAVER,1,1
2021-07-06,NAVER,0,0
2021-07-05,NAVER,0,0
2021-07-02,NAVER,1,0
2021-07-01,NAVER,0,0
2021-06-30,NAVER,1,1
2021-06-29,NAVER,1,0
2021-06-28,NAVER,0,0
2021-06-25,NAVER,0,0
2021-06-24,NAVER,0,0
2021-06-23,NAVER,1,1
2021-06-22,NAVER,0,0
2021-06-21,NAVER,0,0
2021-06-18,NAVER,1,1
2021-06-17,NAVER,0,0
2021-06-16,NAVER,1,1
2021-06-15,NAVER,0,0
2021-06-14,NAVER,1,1
2021-06-11,NAVER,0,0
2021-06-10,NAVER,1,1
2021-06-09,NAVER,0,0
2021-06-08,NAVER,0,0
2021-06-07,NAVER,1,0
2021-06-04,NAVER,0,1
2021-06-03,NAVER,0,0
2021-06-02,NAVER,0,0
2021-06-01,NAVER,1,1
2021-05-31,NAVER,1,0
2021-05-28,NAVER,0,0
2021-05-27,NAVER,0,1
2021-05-26,NAVER,1,1
2021-05-25,NAVER,1,1
2021-05-24,NAVER,0,0
2021-05-21,NAVER,1,1
2021-05-20,NAVER,1,1
2021-05-18,NAVER,1,0
2021-05-17,NAVER,1,0
2021-05-14,NAVER,1,0
2021-05-13,NAVER,0,0
2021-05-12,NAVER,0,0
2021-05-11,NAVER,0,1
2021-05-10,NAVER,1,1
2021-05-07,NAVER,0,0
2021-05-06,NAVER,0,1
2021-05-04,NAVER,1,0
2021-05-03,NAVER,1,0
2021-04-30,NAVER,0,1
2021-04-29,NAVER,0,1
2021-04-28,NAVER,0,1
2021-04-27,NAVER,1,0
2021-04-26,NAVER,0,0
2021-04-23,NAVER,0,1
2021-04-22,NAVER,0,0
2021-04-21,NAVER,0,1
2021-04-20,NAVER,1,0
2021-04-19,NAVER,0,1
2021-04-16,NAVER,1,0
2021-04-15,NAVER,0,1
2021-04-14,NAVER,1,1
2021-04-13,NAVER,1,0
2021-04-12,NAVER,1,1
2021-04-09,NAVER,1,0
2021-04-08,NAVER,0,1
2021-04-07,NAVER,0,0
2021-04-06,NAVER,1,1
2021-04-05,NAVER,0,0
2021-04-02,NAVER,1,0
2021-04-01,NAVER,1,0
2021-03-31,NAVER,1,0
2021-03-30,NAVER,1,0
2021-03-29,NAVER,0,1
2021-03-26,NAVER,1,1
2021-03-25,NAVER,0,0
2021-03-24,NAVER,1,0
2021-03-23,NAVER,0,1
2021-03-22,NAVER,0,0
2021-03-19,NAVER,0,0
2021-03-18,NAVER,1,1
2021-03-17,NAVER,0,1
2021-03-16,NAVER,1,0
2021-03-15,NAVER,1,0
2021-03-12,NAVER,1,0
2021-03-11,NAVER,1,1
2021-03-10,NAVER,1,0
2021-03-09,NAVER,0,1
2021-03-08,NAVER,0,0
2021-03-05,NAVER,0,1
2021-03-04,NAVER,0,1
2021-03-03,NAVER,1,1
2021-03-02,NAVER,1,1
2021-02-26,NAVER,0,1
2021-02-25,NAVER,1,0
2021-02-24,NAVER,0,1
2021-02-23,NAVER,1,0
2021-02-22,NAVER,0,1
2021-02-19,NAVER,1,1
2021-02-18,NAVER,0,0
2021-02-17,NAVER,0,0
2021-02-16,NAVER,1,1
2021-02-15,NAVER,1,1
2021-02-10,NAVER,1,1
2021-02-09,NAVER,1,0
2021-02-08,NAVER,0,0
2021-02-05,NAVER,1,0
2021-02-04,NAVER,0,0
2021-02-03,NAVER,1,0
2021-02-02,NAVER,1,1
2021-02-01,NAVER,1,0
2021-01-29,NAVER,0,0
2021-01-28,NAVER,1,1
2021-01-27,NAVER,0,0
2021-01-26,NAVER,0,0
2021-01-25,NAVER,1,0
2021-01-22,NAVER,1,1
2021-01-21,NAVER,1,1
2021-01-20,NAVER,0,1
2021-01-19,NAVER,1,1
2021-01-18,NAVER,0,0
2021-01-15,NAVER,0,0
2021-01-14,NAVER,1,0
2021-01-13,NAVER,1,1
2021-01-12,NAVER,0,0
2021-01-11,NAVER,0,0
2021-01-08,NAVER,1,1
2021-01-07,NAVER,0,0
2021-01-06,NAVER,0,1
2021-01-05,NAVER,0,0
2021-01-04,NAVER,1,0
2020-12-30,NAVER,1,1
2020-12-29,NAVER,1,0
2020-12-28,NAVER,0,1
2020-12-24,NAVER,0,0
2021-07-16,두산중공업,0,0
2021-07-15,두산중공업,1,1
2021-07-14,두산중공업,1,0
2021-07-13,두산중공업,0,0
2021-07-12,두산중공업,0,0
2021-07-09,두산중공업,1,1
2021-07-08,두산중공업,0,0
2021-07-07,두산중공업,0,0
2021-07-06,두산중공업,1,1
2021-07-05,두산중공업,1,0
2021-07-02,두산중공업,0,0
2021-07-01,두산중공업,1,1
2021-06-30,두산중공업,0,0
2021-06-29,두산중공업,1,0
2021-06-28,두산중공업,0,1
2021-06-25,두산중공업,1,0
2021-06-24,두산중공업,0,1
2021-06-23,두산중공업,0,0
2021-06-22,두산중공업,1,1
2021-06-21,두산중공업,1,1
2021-06-18,두산중공업,1,1
2021-06-17,두산중공업,0,0
2021-06-16,두산중공업,1,1
2021-06-15,두산중공업,1,0
2021-06-14,두산중공업,0,0
2021-06-11,두산중공업,1,0
2021-06-10,두산중공업,0,0
2021-06-09,두산중공업,1,0
2021-06-08,두산중공업,0,0
2021-06-07,두산중공업,1,1
2021-06-04,두산중공업,1,1
2021-06-03,두산중공업,1,0
2021-06-02,두산중공업,1,1
2021-06-01,두산중공업,0,0
2021-05-31,두산중공업,1,1
2021-05-28,두산중공업,1,1
2021-05-27,두산중공업,1,0
2021-05-26,두산중공업,1,1
2021-05-25,두산중공업,1,0
2021-05-24,두산중공업,1,1
2021-05-21,두산중공업,1,0
2021-05-20,두산중공업,1,1
2021-05-18,두산중공업,1,0
2021-05-17,두산중공업,1,1
2021-05-14,두산중공업,0,0
2021-05-13,두산중공업,0,1
2021-05-12,두산중공업,0,0
2021-05-11,두산중공업,0,0
2021-05-10,두산중공업,1,1
2021-05-07,두산중공업,1,0
2021-05-06,두산중공업,0,0
2021-05-04,두산중공업,0,0
2021-05-03,두산중공업,0,1
2021-04-30,두산중공업,0,0
2021-04-29,두산중공업,0,0
2021-04-28,두산중공업,1,1
2021-04-27,두산중공업,0,1
2021-04-26,두산중공업,1,0
2021-04-23,두산중공업,0,0
2021-04-22,두산중공업,1,1
2021-04-21,두산중공업,0,0
2021-04-20,두산중공업,0,1
2021-04-19,두산중공업,0,0
2021-04-16,두산중공업,1,0
2021-04-15,두산중공업,0,0
2021-04-14,두산중공업,1,1
2021-04-13,두산중공업,1,1
2021-04-12,두산중공업,0,1
2021-04-09,두산중공업,0,0
2021-04-08,두산중공업,1,1
2021-04-07,두산중공업,0,0
2021-04-06,두산중공업,0,0
2021-04-05,두산중공업,1,0
2021-04-02,두산중공업,1,0
2021-04-01,두산중공업,0,0
2021-03-31,두산중공업,0,0
2021-03-30,두산중공업,0,0
2021-03-29,두산중공업,1,1
2021-03-26,두산중공업,1,1
2021-03-25,두산중공업,1,1
2021-03-24,두산중공업,1,1
2021-03-23,두산중공업,0,0
2021-03-22,두산중공업,1,1
2021-03-19,두산중공업,0,1
2021-03-18,두산중공업,0,1
2021-03-17,두산중공업,1,0
2021-03-16,두산중공업,1,1
2021-03-15,두산중공업,0,0
2021-03-12,두산중공업,1,1
2021-03-11,두산중공업,0,1
2021-03-10,두산중공업,0,0
2021-03-09,두산중공업,1,1
2021-03-08,두산중공업,0,0
2021-03-05,두산중공업,0,0
2021-03-04,두산중공업,0,0
2021-03-03,두산중공업,1,1
2021-03-02,두산중공업,1,0
2021-02-26,두산중공업,0,1
2021-02-25,두산중공업,1,0
2021-02-24,두산중공업,0,1
2021-02-23,두산중공업,0,1
2021-02-22,두산중공업,0,0
2021-02-19,두산중공업,0,0
2021-02-18,두산중공업,0,0
2021-02-17,두산중공업,0,1
2021-02-16,두산중공업,0,1
2021-02-15,두산중공업,0,0
2021-02-10,두산중공업,0,1
2021-02-09,두산중공업,0,0
2021-02-08,두산중공업,1,0
2021-02-05,두산중공업,1,1
2021-02-04,두산중공업,0,0
2021-02-03,두산중공업,1,0
2021-02-02,두산중공업,0,0
2021-02-01,두산중공업,1,0
2021-01-29,두산중공업,0,1
2021-01-28,두산중공업,0,1
2021-01-27,두산중공업,0,0
2021-01-26,두산중공업,1,1
2021-01-25,두산중공업,0,0
2021-01-22,두산중공업,1,0
2021-01-21,두산중공업,1,1
2021-01-20,두산중공업,0,0
2021-01-19,두산중공업,1,1
2021-01-18,두산중공업,0,0
2021-01-15,두산중공업,0,0
2021-01-14,두산중공업,1,1
2021-01-13,두산중공업,1,0
2021-01-12,두산중공업,0,0
2021-01-11,두산중공업,0,1
2021-01-08,두산중공업,1,1
2021-01-07,두산중공업,0,0
2021-01-06,두산중공업,0,0
2021-01-05,두산중공업,1,1
2021-01-04,두산중공업,1,1
2020-12-30,두산중공업,1,1
2020-12-29,두산중공업,1,0
2020-12-28,두산중공업,0,0
2020-12-24,두산중공업,1,1
2021-07-16,SK하이닉스,0,1
2021-07-15,SK하이닉스,0,0
2021-07-14,SK하이닉스,1,0
2021-07-13,SK하이닉스,1,1
2021-07-12,SK하이닉스,1,0
2021-07-09,SK하이닉스,0,1
2021-07-08,SK하이닉스,0,1
2021-07-07,SK하이닉스,0,1
2021-07-06,SK하이닉스,1,1
2021-07-05,SK하이닉스,1,0
2021-07-02,SK하이닉스,0,1
2021-07-01,SK하이닉스,0,0
2021-06-30,SK하이닉스,1,1
2021-06-29,SK하이닉스,0,0
2021-06-28,SK하이닉스,0,0
2021-06-25,SK하이닉스,1,0
2021-06-24,SK하이닉스,1,0
2021-06-23,SK하이닉스,1,1
2021-06-22,SK하이닉스,0,0
2021-06-21,SK하이닉스,0,1
2021-06-18,SK하이닉스,0,1
2021-06-17,SK하이닉스,0,1
2021-06-16,SK하이닉스,1,0
2021-06-15,SK하이닉스,1,0
2021-06-14,SK하이닉스,0,0
2021-06-11,SK하이닉스,1,1
2021-06-10,SK하이닉스,1,0
2021-06-09,SK하이닉스,0,1
2021-06-08,SK하이닉스,0,1
2021-06-07,SK하이닉스,0,1
2021-06-04,SK하이닉스,0,0
2021-06-03,SK하이닉스,1,1
2021-06-02,SK하이닉스,0,1
2021-06-01,SK하이닉스,1,1
2021-05-31,SK하이닉스,1,1
2021-05-28,SK하이닉스,0,0
2021-05-27,SK하이닉스,1,1
2021-05-26,SK하이닉스,0,0
2021-05-25,SK하이닉스,1,1
2021-05-24,SK하이닉스,0,0
2021-05-21,SK하이닉스,0,0
2021-05-20,SK하이닉스,1,1
2021-05-18,SK하이닉스,1,1
2021-05-17,SK하이닉스,0,0
2021-05-14,SK하이닉스,1,0
2021-05-13,SK하이닉스,0,0
2021-05-12,SK하이닉스,0,0
2021-05-11,SK하이닉스,0,1
2021-05-10,SK하이닉스,1,0
2021-05-07,SK하이닉스,1,0
2021-05-06,SK하이닉스,0,1
2021-05-04,SK하이닉스,1,0
2021-05-03,SK하이닉스,1,1
2021-04-30,SK하이닉스,0,1
2021-04-29,SK하이닉스,0,0
2021-04-28,SK하이닉스,0,1
2021-04-27,SK하이닉스,1,1
2021-04-26,SK하이닉스,0,0
2021-04-23,SK하이닉스,0,1
2021-04-22,SK하이닉스,1,0
2021-04-21,SK하이닉스,0,1
2021-04-20,SK하이닉스,1,1
2021-04-19,SK하이닉스,1,0
2021-04-16,SK하이닉스,0,0
2021-04-15,SK하이닉스,1,0
2021-04-14,SK하이닉스,0,0
2021-04-13,SK하이닉스,1,0
2021-04-12,SK하이닉스,0,1
2021-04-09,SK하이닉스,0,0
2021-04-08,SK하이닉스,1,1
2021-04-07,SK하이닉스,1,0
2021-04-06,SK하이닉스,0,1
2021-04-05,SK하이닉스,1,0
2021-04-02,SK하이닉스,1,0
2021-04-01,SK하이닉스,1,1
2021-03-31,SK하이닉스,0,1
2021-03-30,SK하이닉스,1,0
2021-03-29,SK하이닉스,0,0
2021-03-26,SK하이닉스,1,0
2021-03-25,SK하이닉스,0,1
2021-03-24,SK하이닉스,0,1
2021-03-23,SK하이닉스,0,1
2021-03-22,SK하이닉스,0,0
2021-03-19,SK하이닉스,0,0
2021-03-18,SK하이닉스,1,1
2021-03-17,SK하이닉스,0,0
2021-03-16,SK하이닉스,1,0
2021-03-15,SK하이닉스,0,0
2021-03-12,SK하이닉스,1,0
2021-03-11,SK하이닉스,1,1
2021-03-10,SK하이닉스,0,0
2021-03-09,SK하이닉스,1,1
2021-03-08,SK하이닉스,0,0
2021-03-05,SK하이닉스,0,0
2021-03-04,SK하이닉스,0,1
2021-03-03,SK하이닉스,1,0
2021-03-02,SK하이닉스,1,0
2021-02-26,SK하이닉스,0,1
2021-02-25,SK하이닉스,1,1
2021-02-24,SK하이닉스,0,1
2021-02-23,SK하이닉스,1,0
2021-02-22,SK하이닉스,1,1
2021-02-19,SK하이닉스,1,1
2021-02-18,SK하이닉스,0,1
2021-02-17,SK하이닉스,0,1
2021-02-16,SK하이닉스,1,0
2021-02-15,SK하이닉스,1,1
2021-02-10,SK하이닉스,1,0
2021-02-09,SK하이닉스,1,1
2021-02-08,SK하이닉스,0,0
2021-02-05,SK하이닉스,1,0
2021-02-04,SK하이닉스,0,1
2021-02-03,SK하이닉스,0,0
2021-02-02,SK하이닉스,1,0
2021-02-01,SK하이닉스,1,0
2021-01-29,SK하이닉스,0,1
2021-01-28,SK하이닉스,0,1
2021-01-27,SK하이닉스,0,0
2021-01-26,SK하이닉스,0,1
2021-01-25,SK하이닉스,1,1
2021-01-22,SK하이닉스,0,1
2021-01-21,SK하이닉스,1,0
2021-01-20,SK하이닉스,0,1
2021-01-19,SK하이닉스,1,0
2021-01-18,SK하이닉스,1,1
2021-01-15,SK하이닉스,0,0
2021-01-14,SK하이닉스,0,0
2021-01-13,SK하이닉스,1,0
2021-01-12,SK하이닉스,0,0
2021-01-11,SK하이닉스,0,1
2021-01-08,SK하이닉스,1,1
2021-01-07,SK하이닉스,1,0
2021-01-06,SK하이닉스,1,1
2021-01-05,SK하이닉스,1,0
2021-01-04,SK하이닉스,1,1
2020-12-30,SK하이닉스,1,0
2020-12-29,SK하이닉스,1,0
2020-12-28,SK하이닉스,0,1
2020-12-24,SK하이닉스,1,1
